Ext.1(Strain)	Stress	
%	        N/mm2
3.505862	302.9935
3.505417	303.0148
3.507704	303.0417
3.509461	303.1023
3.511051	303.1412
3.512438	303.1458
3.513725	303.2085
3.518602	303.2199
3.519654	303.2552
3.52052	303.3096
3.522126	303.3178
3.525498	303.365
3.52739	303.4116
3.530788	303.4365
3.531149	303.4597
3.533832	303.4955
3.537297	303.539
3.537111	303.5623
3.538188	303.6043
3.541846	303.6328
3.543326	303.6592
3.543864	303.7245
3.545512	303.726
3.546555	303.7711
3.547648	303.8291
3.550415	303.8607
3.552686	303.8913
3.553594	303.911
3.555604	303.9384
3.557302	303.9742
3.558513	304.0099
3.560498	304.0275
3.56197	304.0773
3.564786	304.0985
3.564669	304.1342
3.566914	304.1544
3.569673	304.1777
3.573179	304.2187
3.573322	304.2539
3.577182	304.2819
3.57545	304.3503
3.577022	304.3653
3.581462	304.3969
3.581269	304.4373
3.582253	304.4834
3.584271	304.4886
3.58729	304.5559
3.588333	304.5678
3.590536	304.5984
3.593177	304.615
3.593	304.6714
3.595658	304.6942
3.597659	304.7398
3.6004	304.7631
3.602873	304.7926
3.604243	304.8341
3.60516	304.8626
3.607885	304.8911
3.610374	304.9486
3.612476	304.9672
3.616067	305.0076
3.616731	305.0371
3.618069	305.0807
3.61716	305.1201
3.618918	305.1511
3.623964	305.1599
3.623972	305.218
3.626671	305.2184
3.631086	305.2547
3.630212	305.3039
3.631288	305.3314
3.634871	305.3594
3.635779	305.4039
3.637284	305.4272
3.637856	305.4795
3.64222	305.5086
3.642607	305.5283
3.645534	305.5733
3.640707	305.6101
3.643835	305.6298
3.649368	305.6702
3.655785	305.6971
3.65449	305.7158
3.656011	305.7805
3.654288	305.8023
3.656524	305.8432
3.659283	305.8748
3.662529	305.8862
3.666658	305.923
3.668155	305.951
3.66913	306.0126
3.673537	306.0162
3.662596	306.0623
3.671956	306.0913
3.673268	306.1431
3.674991	306.1783
3.678952	306.2126
3.677456	306.2328
3.683384	306.2623
3.683754	306.2954
3.683174	306.342
3.687631	306.3602
3.692408	306.3737
3.692071	306.4073
3.69081	306.4555
3.693997	306.4923
3.69615	306.5058
3.696688	306.5446
3.700834	306.5798
3.701599	306.6327
3.705333	306.6378
3.705997	306.6835
3.704971	306.7125
3.707494	306.7451
3.71312	306.7849
3.713498	306.8124
3.708604	306.8586
3.708419	306.8886
3.714364	306.9238
3.715987	306.9471
3.72036	306.9968
3.721109	307.0103
3.724632	307.0585
3.727189	307.0937
3.729072	307.1269
3.731528	307.1367
3.734867	307.174
3.734084	307.1953
3.733622	307.2564
3.737515	307.2496
3.73966	307.317
3.741838	307.3325
3.743671	307.389
3.745773	307.4128
3.746951	307.4387
3.748817	307.476
3.748044	307.5195
3.75108	307.5501
3.752963	307.5604
3.755991	307.6076
3.756689	307.6309
3.759195	307.677
3.760599	307.6998
3.764215	307.7325
3.764644	307.7848
3.767394	307.792
3.768958	307.8593
3.770749	307.8775
3.772322	307.934
3.773558	307.9495
3.77392	307.9697
3.777872	307.9837
3.779798	308.0536
3.779058	308.0743
3.780277	308.0852
3.78259	308.1261
3.783321	308.1583
3.786769	308.1919
3.790864	308.2271
3.789443	308.2675
3.795481	308.3033
3.797399	308.3448
3.797045	308.3784
3.799265	308.3893
3.801258	308.4276
3.803176	308.4675
3.804597	308.5017
3.805194	308.525
3.807851	308.582
3.811459	308.6074
3.813797	308.6323
3.815798	308.6685
3.816757	308.6908
3.817446	308.7296
3.819238	308.7535
3.818624	308.7851
3.822315	308.8073
3.824283	308.8441
3.827311	308.8835
3.828278	308.9213
3.826957	308.9508
3.832373	308.9705
3.832693	309.0094
3.832171	309.0404
3.837057	309.0923
3.838352	309.0995
3.839647	309.1306
3.841127	309.1725
3.842733	309.2
3.843162	309.2326
3.846585	309.2627
3.851782	309.3192
3.850621	309.3316
3.850336	309.3678
3.853472	309.3932
3.857601	309.4367
3.858493	309.4668
3.862428	309.5072
3.863084	309.5372
3.863219	309.5497
3.864304	309.5999
3.865859	309.6517
3.871788	309.6719
3.872587	309.7144
3.871309	309.7299
3.872276	309.7735
3.874916	309.8019
3.876766	309.8201
3.876043	309.8833
3.882468	309.8766
3.883561	309.9144
3.886782	309.9522
3.887387	309.9874
3.887791	310.0351
3.890179	310.0454
3.89102	310.0977
3.892795	310.1345
3.894384	310.1661
3.899606	310.1724
3.902499	310.2071
3.901456	310.2568
3.904198	310.2703
3.906367	310.3091
3.907133	310.3511
3.909672	310.3904
3.916021	310.4215
3.905939	310.4474
3.909941	310.4935
3.915475	310.5143
3.917855	310.5406
3.919023	310.5847
3.918082	310.6122
3.921807	310.651
3.92491	310.6903
3.929535	310.708
3.928568	310.7437
3.928787	310.7888
3.931646	310.7934
3.934311	310.823
3.934606	310.8577
3.937701	310.9095
3.940484	310.9302
3.942276	310.9582
3.939954	310.9716
3.944731	311.011
3.947052	311.0504
3.950407	311.0763
3.951677	311.1151
3.953401	311.1307
3.95531	311.1866
3.956336	311.1892
3.957505	311.2566
3.961886	311.3089
3.959834	311.3058
3.96329	311.3488
3.963972	311.385
3.96567	311.3943
3.966419	311.4462
3.963501	311.4721
3.973012	311.4886
3.973146	311.5213
3.975661	311.5529
3.977914	311.6021
3.977738	311.6342
3.979521	311.6347
3.982943	311.6933
3.984684	311.7316
3.983414	311.7642
3.988418	311.7756
3.988821	311.8399
3.989914	311.8663
3.992345	311.8839
3.992757	311.9367
3.997357	311.9528
4.001444	311.9839
4.000535	312.0134
4.002268	312.0429
4.004631	312.0683
4.005278	312.1113
4.005993	312.1294
4.009895	312.1807
4.012384	312.2206
4.01526	312.2481
4.014487	312.2734
4.020331	312.3227
4.021626	312.3429
4.021492	312.3594
4.02388	312.406
4.02446	312.4501
4.025511	312.4703
4.026647	312.4765
4.028648	312.5179
4.033517	312.5516
4.034055	312.5884
4.037209	312.6164
4.036645	312.6304
4.039875	312.6786
4.041228	312.6998
4.042414	312.7283
4.04413	312.7744
4.047468	312.8086
4.046711	312.8526
4.047754	312.88
4.051051	312.9029
4.053178	312.9614
4.054061	312.9878
4.056777	313.0111
4.058552	313.0531
4.061336	313.0873
4.060124	313.1002
4.063682	313.1598
4.063942	313.1546
4.06702	313.1877
4.067306	313.2085
4.07099	313.2328
4.073294	313.281
4.074437	313.309
4.073967	313.3318
4.077137	313.3789
4.080812	313.4198
4.080997	313.4447
4.087716	313.4929
4.086841	313.5296
4.090466	313.5607
4.092257	313.584
4.089145	313.6172
4.087817	313.6379
4.089305	313.6799
4.10038	313.6996
4.102365	313.7203
4.098648	313.7359
4.102903	313.782
4.105535	313.8016
4.105619	313.8482
4.109025	313.8762
4.108747	313.9213
4.107183	313.9523
4.111102	313.9871
4.113953	314.0238
4.116896	314.0467
4.116963	314.0793
4.11899	314.0938
4.121858	314.1109
4.122303	314.158
4.125819	314.1819
4.127677	314.2083
4.132571	314.244
4.132605	314.2777
4.131537	314.2922
4.136347	314.3414
4.136801	314.3626
4.137919	314.4176
4.139433	314.4326
4.145681	314.4761
4.147691	314.503
4.14743	314.5388
4.149457	314.5766
4.150929	314.6046
4.153855	314.633
4.155537	314.6548
4.152249	314.7247
4.156798	314.7123
4.160381	314.7496
4.162837	314.7651
4.164233	314.7926
4.163535	314.8226
4.168185	314.877
4.170909	314.8874
4.169362	314.903
4.173945	314.9496
4.175627	314.9915
4.177494	315.0169
4.178184	315.0578
4.181194	315.0662
4.180345	315.1101
4.184633	315.1511
4.184155	315.1501
4.186113	315.2138
4.18957	315.2314
4.190125	315.262
4.194296	315.2852
4.195709	315.3127
4.198055	315.3463
4.197265	315.3728
4.198795	315.4313
4.201309	315.4344
4.205994	315.4686
4.207145	315.5235
4.205413	315.5298
4.207801	315.5868
4.21066	315.5903
4.213016	315.6241
4.214731	315.68
4.216917	315.7059
4.218347	315.7531
4.217893	315.7567
4.219011	315.795
4.222139	315.839
4.222266	315.854
4.226496	315.8831
4.225142	315.9172
4.229599	315.938
4.233324	315.9644
4.234468	315.9959
4.237512	316.0307
4.237865	316.0612
4.238925	316.0872
4.241254	316.1472
4.240909	316.1447
4.241725	316.2057
4.24503	316.227
4.248065	316.2591
4.24778	316.2949
4.248982	316.3016
4.250823	316.3384
4.25555	316.3773
4.256954	316.4
4.256567	316.4291
4.259166	316.443
4.25957	316.4814
4.256609	316.5244
4.270872	316.5446
4.266667	316.5917
4.267231	316.6098
4.27358	316.6456
4.275842	316.6969
4.276481	316.7202
4.278407	316.7497
4.278751	316.7844
4.279281	316.8025
4.281375	316.8575
4.287026	316.8476
4.285849	316.8543
4.288119	316.9445
4.290256	316.9626
4.292602	316.9818
4.291996	317.032
4.292392	317.0636
4.296243	317.0926
4.297664	317.118
4.298867	317.1496
4.302382	317.1652
4.30345	317.2019
4.305796	317.2336
4.308327	317.2776
4.309656	317.2983
4.311321	317.3221
4.312498	317.361
4.313028	317.3843
4.313365	317.4179
4.317342	317.4532
4.318275	317.4781
4.320622	317.5086
4.321168	317.5325
4.325928	317.5573
4.329502	317.6205
4.330108	317.6335
4.330326	317.6754
4.331033	317.6826
4.334657	317.7303
4.333706	317.7526
4.335381	317.792
4.339669	317.8111
4.345076	317.8453
4.34405	317.88
4.344118	317.9059
4.345606	317.9199
4.345724	317.9645
4.350223	317.9748
4.351072	318.0183
4.35468	318.024
4.355243	318.0743
4.355546	318.1095
4.357404	318.1453
4.360928	318.1561
4.364123	318.2111
4.365082	318.2442
4.367815	318.2686
4.367874	318.2914
4.37059	318.3333
4.371574	318.3752
4.373222	318.4043
4.373828	318.4317
4.377124	318.4499
4.376678	318.4939
4.378899	318.5141
4.38307	318.539
4.384651	318.5711
4.385862	318.6094
4.388326	318.6213
4.39079	318.6716
4.392303	318.6964
4.393456	318.7296
4.395507	318.7648
4.396155	318.7731
4.398291	318.8104
4.39734	318.8607
4.400729	318.8907
4.404169	318.9114
4.404354	318.9399
4.408323	318.9695
4.410737	318.9886
4.411098	319.0208
4.414101	319.0518
4.413318	319.0741
4.4168	319.1248
4.416564	319.144
4.416842	319.1632
4.421678	319.2279
4.425848	319.2481
4.426731	319.2715
4.427227	319.3139
4.428943	319.3326
4.43181	319.3751
4.437025	319.3984
4.437066	319.4336
4.437638	319.4548
4.439186	319.5124
4.438732	319.5118
4.439564	319.5497
4.443348	319.5828
4.444147	319.604
4.445249	319.6351
4.446897	319.6667
4.448116	319.6921
4.453734	319.719
4.453103	319.7766
4.454575	319.7885
4.4574	319.8314
4.459578	319.8547
4.461226	319.9003
4.462799	319.9107
4.465768	319.9454
4.470006	319.9822
4.473588	320.0107
4.468795	320.0355
4.473126	320.0542
4.475211	320.0847
4.475615	320.121
4.478895	320.1505
4.47945	320.1754
4.480644	320.2117
4.482326	320.2288
4.48373	320.2847
4.486068	320.2961
4.489423	320.3344
4.492636	320.3676
4.492779	320.3904
4.493864	320.4266
4.495806	320.4567
4.500246	320.4893
4.499254	320.4955
4.499439	320.5323
4.501029	320.5764
4.503803	320.5935
4.503534	320.6339
4.505922	320.6551
4.510127	320.6691
4.513483	320.7074
4.51281	320.7406
4.515829	320.7628
4.519083	320.8105
4.519259	320.8364
4.520151	320.869
4.520673	320.9012
4.521892	320.9406
4.523229	320.9644
4.52719	320.9809
4.529124	321.0156
4.530461	321.0364
4.534363	321.0835
4.534918	321.0995
4.536633	321.1094
4.539728	321.154
4.542066	321.1923
4.541326	321.2021
4.543117	321.2462
4.54691	321.2892
4.548659	321.2923
4.549752	321.3384
4.554251	321.3839
4.55336	321.4145
4.555294	321.4332
4.557682	321.4896
4.559793	321.5031
4.560819	321.53
4.56039	321.558
4.560793	321.6026
4.563207	321.6005
4.565747	321.6445
4.570574	321.6792
4.574131	321.7057
4.572643	321.7445
4.574669	321.7704
4.578243	321.7766
4.579799	321.8124
4.579303	321.8564
4.583138	321.8937
4.582069	321.9191
4.586476	321.9585
4.586888	321.9859
4.59026	322.003
4.589553	322.0413
4.59084	322.0589
4.594213	322.0709
4.596794	322.1107
4.596769	322.1496
4.598207	322.1791
4.600679	322.1936
4.604312	322.233
4.605262	322.2486
4.605515	322.2812
4.603278	322.3159
4.607466	322.3573
4.611662	322.3775
4.615446	322.4174
4.615059	322.4464
4.615665	322.4739
4.618381	322.5184
4.620652	322.5376
4.623317	322.563
4.624066	322.6096
4.625462	322.6303
4.626261	322.6485
4.629044	322.6785
4.631029	322.7179
4.633383	322.7293
4.634443	322.778
4.6362	322.8028
4.639875	322.8127
4.641784	322.8458
4.642608	322.8899
4.645611	322.9189
4.644904	322.9391
4.646057	322.9888
4.649782	323.0261
4.649832	323.0577
4.652717	323.0826
4.655652	323.0986
4.659671	323.1354
4.660033	323.1602
4.65989	323.1769
4.659839	323.2188
4.664237	323.2499
4.667324	323.2789
4.668972	323.3095
4.664212	323.3183
4.668156	323.3545
4.674371	323.3996
4.678062	323.4151
4.678474	323.4442
4.67818	323.4742
4.679399	323.5286
4.681123	323.5379
4.683251	323.5706
4.684109	323.6006
4.686363	323.6171
4.689844	323.657
4.692089	323.6835
4.692821	323.6762
4.694486	323.7234
4.696706	323.7322
4.697227	323.7928
4.698985	323.8016
4.703047	323.8627
4.703181	323.8803
4.704661	323.9088
4.708404	323.9326
4.704518	323.9601
4.710119	324.0062
4.711658	324.0155
4.714181	324.0538
4.71413	324.0622
4.717292	324.1078
4.719109	324.1243
4.721178	324.1559
4.723321	324.1855
4.72497	324.2186
4.725735	324.2523
4.727022	324.2797
4.729764	324.3025
4.727199	324.3502
4.734842	324.3507
4.734582	324.4056
4.739628	324.4445
4.739619	324.4698
4.740544	324.4818
4.741932	324.5398
4.744177	324.5372
4.746481	324.5755
4.746683	324.5978
4.748869	324.6346
4.752469	324.649
4.754638	324.7055
4.755714	324.7185
4.759322	324.7408
4.761685	324.777
4.761542	324.8066
4.762938	324.8412
4.764368	324.8739
4.764948	324.9013
4.765419	324.9324
4.768573	324.9563
4.769952	324.9998
4.772593	325.0138
4.77387	325.0485
4.774543	325.0661
4.776528	325.1013
4.778142	325.135
4.782095	325.1593
4.787637	325.1977
4.785139	325.2246
4.78889	325.2422
4.791589	325.2827
4.786981	325.3116
4.789672	325.3411
4.79444	325.3728
4.794457	325.3831
4.796778	325.423
4.797938	325.4598
4.79957	325.4997
4.798577	325.5266
4.803547	325.5504
4.805624	325.5779
4.806356	325.5862
4.808416	325.6276
4.810384	325.6654
4.811721	325.6768
4.813251	325.7058
4.813715	325.7416
4.816489	325.7607
4.817667	325.8027
4.820812	325.8286
4.820988	325.8452
4.825395	325.8789
4.823688	325.912
4.82822	325.9317
4.831491	325.9752
4.831584	325.9944
4.831861	326.0255
4.833745	326.0638
4.837311	326.0768
4.838513	326.1192
4.840792	326.1508
4.841961	326.1731
4.843096	326.1912
4.846275	326.2233
4.848655	326.2384
4.850564	326.2736
4.850665	326.3171
4.853466	326.3601
4.855358	326.3705
4.856333	326.3865
4.859604	326.4295
4.858662	326.4518
4.861883	326.4679
4.862422	326.5259
4.864549	326.5596
4.866887	326.5917
4.870705	326.6036
4.870183	326.6341
4.871184	326.6621
4.871537	326.6714
4.874413	326.7129
4.877112	326.7336
4.880182	326.7688
4.883756	326.8118
4.88289	326.8149
4.884235	326.8533
4.887178	326.8983
4.889474	326.9247
4.892292	326.9646
4.892745	326.9745
4.893384	326.9983
4.895588	327.0625
4.896387	327.075
4.898725	327.0838
4.899969	327.1009
4.90377	327.161
4.906108	327.1822
4.904838	327.1921
4.906453	327.2263
4.909135	327.2729
4.911481	327.292
4.912709	327.319
4.914063	327.3464
4.916847	327.3702
4.918832	327.3972
4.921708	327.4335
4.921505	327.4785
4.92328	327.4816
4.922986	327.5392
4.926803	327.5547
4.925306	327.6034
4.929074	327.621
4.928292	327.6505
4.943034	327.6702
4.946061	327.6961
4.938896	327.7329
4.949862	327.7546
4.946078	327.7847
4.943227	327.8023
4.944859	327.8448
4.947877	327.8681
4.949038	327.894
4.952662	327.9417
4.951275	327.9541
4.956556	327.9898
4.962997	328.0256
4.959676	328.0551
4.962275	328.0758
4.961324	328.0846
4.964141	328.1333
4.967244	328.1659
4.96632	328.1675
4.970558	328.2136
4.971264	328.2214
4.972088	328.2654
4.974174	328.2773
4.97715	328.3317
4.978454	328.3654
4.980169	328.382
4.984828	328.4089
4.983163	328.4488
4.984568	328.483
4.983979	328.5229
4.985097	328.5399
4.988755	328.5959
4.992658	328.5985
4.994196	328.6197
4.993179	328.6544
4.994877	328.6855
4.999805	328.7063
5.001344	328.7187
5.00216	328.7472
5.003632	328.7938
5.007567	328.8052
5.008812	328.8373
5.012705	328.8808
5.012638	328.9135
5.014884	328.9414
5.016498	328.9554
5.018617	329.0031
5.021132	329.0145
5.023116	329.0528
5.021148	329.0761
5.023376	329.115
5.027498	329.1378
5.030575	329.1601
5.03166	329.1906
5.032282	329.2051
5.034166	329.2549
5.035016	329.2559
5.036891	329.3051
5.038774	329.3413
5.04081	329.3532
5.042802	329.4071
5.043887	329.4258
5.04551	329.446
5.048311	329.4771
5.047116	329.5206
5.049084	329.532
5.05122	329.5729
5.046031	329.5916
5.053037	329.6221
5.061589	329.6542
5.060294	329.6687
5.063128	329.6988
5.063767	329.7299
5.065853	329.7428
5.06856	329.7749
5.068645	329.8065
5.071386	329.8366
5.074666	329.8718
5.076314	329.8987
5.078845	329.9055
5.078593	329.9469
5.07824	329.9707
5.081839	330.0199
5.081301	330.051
5.083504	330.065
5.087667	330.1065
5.088718	330.1236
5.092334	330.1386
5.093259	330.1769
5.093805	330.2049
5.094419	330.1997
5.096984	330.2464
5.100659	330.2686
5.100373	330.3152
5.102492	330.3479
5.107816	330.3691
5.107285	330.395
5.10816	330.4193
5.109472	330.4634
5.11059	330.511
5.113786	330.5048
5.116309	330.5359
5.116107	330.5701
5.119648	330.5934
5.121758	330.6209
5.123734	330.6343
5.127905	330.6939
5.129183	330.696
5.124895	330.7561
5.126442	330.7556
5.133926	330.7856
5.133371	330.8333
5.136357	330.8312
5.138896	330.8478
5.137862	330.9135
5.139477	330.9307
5.139452	330.9628
5.142689	330.9809
5.144287	331.0094
5.141772	331.0425
5.144859	331.0659
5.15125	331.085
5.147542	331.1373
5.15178	331.1674
5.154025	331.1606
5.159062	331.2068
5.157565	331.2389
5.161206	331.2581
5.163822	331.316
5.16653	331.3233
5.160761	331.3875
5.160845	331.3912
5.168489	331.4103
5.174536	331.4419
5.175536	331.4761
5.171988	331.5155
5.174477	331.53
5.173938	331.5528
5.176167	331.5942
5.18313	331.6284
5.185426	331.6528
5.18672	331.6548
5.189	331.6776
5.193431	331.7325
5.194659	331.7424
5.19397	331.7605
5.196072	331.8056
5.198527	331.8362
5.199747	331.8615
5.202261	331.8864
5.20253	331.9227
5.204742	331.9615
5.205137	331.9879
5.20671	332.0004
5.207483	332.019
5.215943	332.0625
5.214581	332.0895
5.216339	332.1123
5.217591	332.1304
5.21892	332.1858
5.219139	332.2045
5.223537	332.2211
5.223411	332.2506
5.226833	332.2765
5.228061	332.3034
5.228616	332.335
5.231013	332.3521
5.234561	332.3951
5.236058	332.4179
5.238119	332.4495
5.240002	332.4718
5.242433	332.4946
5.242105	332.5365
5.242609	332.5464
5.245914	332.5557
5.247243	332.6184
5.249387	332.608
5.251187	332.6458
5.251187	332.6914
5.251834	332.7194
5.254896	332.7505
5.258285	332.7671
5.260933	332.8048
5.261757	332.8328
5.264945	332.8557
5.264566	332.8857
5.266635	332.908
5.269587	332.9396
5.269822	332.9639
5.270697	332.9877
5.273035	333.0188
5.27623	333.0276
5.279207	333.0742
5.277946	333.0976
5.27993	333.1069
5.283151	333.1494
5.284732	333.1613
5.286506	333.2183
5.286952	333.2307
5.287289	333.2633
5.289854	333.2913
5.292713	333.3094
5.295193	333.3426
5.297884	333.3949
5.29928	333.3767
5.301349	333.4286
5.304889	333.4653
5.305394	333.4855
5.305613	333.5125
5.308043	333.526
5.307412	333.5596
5.312517	333.5845
5.315922	333.6078
5.316772	333.6358
5.316141	333.6638
5.316503	333.7124
5.317688	333.7285
5.319698	333.7353
5.320909	333.7896
5.32429	333.8119
5.325467	333.8363
5.328133	333.857
5.332783	333.8907
5.333002	333.9181
5.335356	333.9435
5.336979	333.9694
5.339594	334.001
5.341705	334.0134
5.340368	334.0393
5.344968	334.0782
5.345355	334.1061
5.346347	334.1207
5.349316	334.1357
5.351275	334.1947
5.35326	334.2191
5.35395	334.2445
5.355715	334.2626
5.354252	334.2926
5.357372	334.3325
5.361055	334.3574
5.361762	334.3864
5.365613	334.4019
5.368195	334.4382
5.367245	334.4491
5.36912	334.4983
5.372904	334.4957
5.370289	334.5413
5.37245	334.5537
5.375385	334.5858
5.377563	334.6091
5.379657	334.6656
5.375318	334.6837
5.377252	334.6936
5.385585	334.7221
5.388874	334.764
5.388739	334.7749
5.389294	334.8122
5.388327	334.8459
5.393591	334.8702
5.39534	334.8909
5.399402	334.9283
5.400849	334.9298
5.401538	334.9857
5.404246	334.9945
5.40449	335.021
5.407315	335.0738
5.408829	335.0738
5.412664	335.1251
5.412639	335.1608
5.415279	335.1748
5.413109	335.194
5.416339	335.2313
5.418416	335.2577
5.418063	335.2779
5.424412	335.2935
5.42675	335.3266
5.424597	335.3484
5.427843	335.3748
5.429011	335.4095
5.430425	335.423
5.43436	335.4541
5.434747	335.4789
5.437379	335.5074
5.435832	335.5266
5.440112	335.5701
5.440196	335.5929
5.442736	335.6234
5.444325	335.6462
5.447933	335.7136
5.451196	335.7167
5.450826	335.7498
5.451978	335.7618
5.454535	335.8079
5.457166	335.8333
5.459016	335.8685
5.459891	335.8622
5.4618	335.8933
5.465172	335.9327
5.46524	335.9301
5.466433	335.9659
5.470596	335.9809
5.469402	336.0135
5.471858	336.0461
5.47454	336.0726
5.474557	336.1197
5.476558	336.1373
5.477307	336.1678
5.478392	336.1964
5.482563	336.229
5.486111	336.2523
5.486784	336.286
5.485262	336.2995
5.488609	336.3502
5.4913	336.3554
5.495345	336.3906
5.493545	336.4279
5.495782	336.4155
5.49918	336.4709
5.500559	336.5087
5.501156	336.53
5.504865	336.5528
5.504772	336.5895
5.508161	336.6139
5.508648	336.6393
5.509363	336.6636
5.513812	336.6983
5.516276	336.717
5.516831	336.7471
5.515561	336.7595
5.518883	336.8004
5.522843	336.8242
5.525375	336.8377
5.526283	336.8688
5.528243	336.8952
5.532237	336.9133
5.539343	336.9573
5.544002	336.9765
5.541748	337.0159
5.534465	337.0377
5.541714	337.0506
5.545145	337.1003
5.546491	337.1195
5.546642	337.1599
5.542623	337.1718
5.543884	337.221
5.545826	337.2174
5.552108	337.264
5.553723	337.2873
5.558533	337.3055
5.563688	337.3179
5.563049	337.3361
5.563158	337.3811
5.565193	337.4008
5.565597	337.4225
5.567615	337.4687
5.56981	337.479
5.572888	337.5199
5.57615	337.5495
5.57351	337.5836
5.572223	337.6137
5.577193	337.6339
5.577463	337.6551
5.582256	337.6945
5.583383	337.7085
5.580894	337.7303
5.583618	337.7567
5.58403	337.7697
5.590312	337.7675
5.594718	337.7914
5.590118	337.8613
5.596316	337.867
5.598604	337.9178
5.59942	337.9473
5.604213	337.9789
5.606332	338.0022
5.605491	338.0333
5.605802	338.0343
5.610747	338.0861
5.612765	338.111
5.612941	338.1187
5.611605	338.168
5.613018	338.1892
5.61681	338.2208
5.617626	338.2421
5.620434	338.2576
5.619417	338.2845
5.61972	338.2944
5.622915	338.3224
5.627919	338.354
5.628987	338.3959
5.630424	338.427
5.63505	338.4461
5.636404	338.4876
5.636622	338.5109
5.638582	338.5477
5.639473	338.5731
5.641357	338.5917
5.643686	338.6202
5.6452	338.6482
5.646024	338.6658
5.647689	338.6798
5.651263	338.701
5.652584	338.7399
5.652566	338.7673
5.65588	338.7813
5.656872	338.8393
5.661355	338.8368
5.663305	338.8673
5.662582	338.917
5.662784	338.9471
5.661253	338.9709
5.664373	338.9984
5.667998	339.017
5.669621	339.0491
5.673229	339.0652
5.676155	339.1206
5.677601	339.118
5.677887	339.1326
5.681007	339.1766
5.680562	339.1931
5.681638	339.2247
5.687003	339.2418
5.690013	339.2838
5.687432	339.3014
5.690249	339.3294
5.689257	339.3657
5.692166	339.4009
5.695051	339.4273
5.703469	339.4449
5.699727	339.4812
5.697868	339.4796
5.702106	339.5273
5.707438	339.5475
5.707085	339.5749
5.704966	339.5946
5.711029	339.6205
5.710104	339.6293
5.713678	339.6816
5.717764	339.6931
5.715645	339.7325
5.720397	339.7567
5.725013	339.7997
5.724206	339.8055
5.724483	339.8417
5.727275	339.877
5.727931	339.9251
5.727788	339.9287
5.731211	339.9567
5.731548	339.9842
5.732784	339.9951
5.73164	340.0277
5.739579	340.0557
5.742926	340.0702
5.73243	340.093
5.741059	340.1085
5.756246	340.1603
5.747139	340.1562
5.743195	340.1909
5.752445	340.2162
5.753631	340.2531
5.754244	340.2903
5.756195	340.2945
5.759795	340.3499
5.761443	340.3717
5.762284	340.4017
5.762099	340.4172
5.763242	340.4473
5.766135	340.4773
5.77002	340.4934
5.772241	340.5462
5.772686	340.5348
5.775461	340.5732
5.774839	340.5965
5.776857	340.6421
5.779439	340.6587
5.779439	340.6763
5.78419	340.7136
5.781575	340.7493
5.785956	340.7664
5.787176	340.8198
5.788126	340.8239
5.790623	340.8291
5.792154	340.8747
5.79561	340.9063
5.797915	340.9094
5.797738	340.9342
5.800513	340.9793
5.800092	340.9943
5.802952	341.0244
5.80624	341.0249
5.806458	341.0544
5.808208	341.0943
5.811235	341.1285
5.812496	341.1456
5.809628	341.17
5.815019	341.2171
5.81787	341.2352
5.818299	341.2482
5.819434	341.315
5.819384	341.3098
5.825396	341.345
5.825093	341.3756
5.825497	341.387
5.830829	341.4212
5.834134	341.4341
5.833335	341.4601
5.834378	341.4777
5.834579	341.5015
5.83616	341.545
5.84277	341.5709
5.842316	341.5812
5.845907	341.6071
5.848051	341.6367
5.847639	341.6703
5.849228	341.7139
5.847067	341.7268
5.853063	341.7506
5.853786	341.775
5.856031	341.7807
5.859816	341.8351
5.85863	341.8522
5.861809	341.8911
5.865745	341.8978
5.86365	341.9232
5.867452	341.9506
5.871799	342.0029
5.871202	342.0278
5.871715	342.0288
5.872573	342.0469
5.874885	342.1076
5.8783	342.1324
5.880965	342.1495
5.885221	342.1547
5.888685	342.1988
5.889274	342.2536
5.888063	342.2583
5.888416	342.28
5.893596	342.308
5.894345	342.3122
5.893706	342.3448
5.893521	342.3671
5.897422	342.3883
5.899676	342.4153
5.901123	342.4583
5.902905	342.4727
5.905033	342.4904
5.908018	342.5158
5.910482	342.5567
5.914031	342.5712
5.911306	342.6183
5.914679	342.637
5.915435	342.6541
5.915713	342.6898
5.917655	342.7323
5.918017	342.7422
5.921238	342.752
5.922936	342.7981
5.925249	342.8059
5.926486	342.8219
5.927671	342.8478
5.929908	342.8861
5.932826	342.9167
5.933945	342.9488
5.936013	342.9753
5.938132	342.982
5.937316	343.0229
5.938629	343.0654
5.939469	343.0633
5.943624	343.1136
5.946727	343.1307
5.949863	343.1654
5.952613	343.1964
5.951302	343.2006
5.950141	343.2389
5.955456	343.2472
5.953143	343.2964
5.951571	343.3228
5.95681	343.3492
5.961535	343.3772
5.963983	343.4021
5.96114	343.4197
5.968566	343.4627
5.969482	343.4798
5.973485	343.5016
5.972443	343.5301
5.973738	343.5451
5.974713	343.5897
5.973653	343.6057
5.978068	343.6363
5.979465	343.6523
5.98224	343.6818
5.984182	343.7078
5.984737	343.7176
5.990035	343.7657
5.990397	343.7704
5.994871	343.802
5.995753	343.8331
5.995022	343.8823
5.996821	343.8854
6.000976	343.9289
6.002775	343.9491
6.005634	343.9958
6.008948	344.0134
6.005878	344.0419
6.00851	344.0735
6.01047	344.0947
6.011008	344.0963
6.011353	344.1481
6.014363	344.1476
6.016583	344.1641
6.017845	344.2097
6.019098	344.2253
6.020855	344.2475
6.024959	344.2724
