Ext.1(Strain)	Stress	
%	        N/mm2
31.82519	529.9477
31.82883	529.9487
31.8311	529.9529
31.8347	529.956
31.83724	529.956
31.83732	529.9627
31.83647	529.9637
31.83741	529.972
31.84216	529.9606
31.84156	529.9892
31.84451	529.9845
31.8475	529.9814
31.85159	529.985
31.85244	530.0234
31.85233	530.0192
31.85853	530.013
31.85931	530.029
31.85755	530.0472
31.85859	530.0523
31.86253	530.0498
31.86426	530.056
31.86618	530.042
31.86901	530.07
31.86927	530.0782
31.87057	530.0694
31.87364	530.0855
31.87659	530.0756
31.87732	530.0829
31.87622	530.0891
31.88296	530.1052
31.8853	530.1264
31.88632	530.1145
31.88676	530.116
31.88946	530.1197
31.89344	530.1539
31.89538	530.1415
31.89724	530.1611
31.89643	530.1549
31.90018	530.1611
31.90075	530.1637
31.90495	530.1725
31.90633	530.173
31.90579	530.173
31.90863	530.1881
31.9093	530.1653
31.91105	530.1793
31.91484	530.1761
31.91669	530.2072
31.9189	530.2
31.92218	530.2114
31.92318	530.2249
31.92249	530.2181
31.92483	530.2461
31.92774	530.2197
31.9302	530.2399
31.93135	530.2611
31.93322	530.2424
31.93503	530.2668
31.9384	530.272
31.94028	530.2694
31.9398	530.2751
31.94354	530.2745
31.94638	530.2745
31.94636	530.2767
31.94681	530.3036
31.95207	530.3057
31.95284	530.3207
31.9521	530.3233
31.95651	530.3145
31.96091	530.3248
31.96106	530.3351
31.96359	530.3367
31.96523	530.3591
31.96398	530.3575
31.96678	530.3538
31.96945	530.3502
31.97137	530.3559
31.9705	530.36
31.97415	530.3683
31.9764	530.3668
31.97951	530.3896
31.98161	530.3922
31.98388	530.3896
31.98493	530.4135
31.98828	530.3922
31.9912	530.4181
31.99095	530.444
31.99294	530.4336
31.99462	530.46
31.99672	530.4523
31.99878	530.4574
32.00006	530.4554
32.00304	530.4797
32.00494	530.4621
32.00402	530.4548
32.0072	530.4709
32.00868	530.4688
32.01221	530.4937
32.01279	530.4828
32.01608	530.4792
32.01638	530.516
32.01849	530.5274
32.02068	530.5388
32.02306	530.5419
32.0279	530.5429
32.02768	530.5574
32.03094	530.5403
32.03276	530.5439
32.03836	530.56
32.03717	530.5662
32.03824	530.5683
32.03547	530.576
32.0417	530.5797
32.04033	530.5854
32.04274	530.5958
32.0461	530.6248
32.04416	530.59
32.04778	530.6118
32.04985	530.6273
32.05426	530.6584
32.05931	530.646
32.06227	530.66
32.0602	530.6693
32.05947	530.674
32.06307	530.6652
32.06749	530.6652
32.06722	530.6497
32.07003	530.6833
32.07132	530.689
32.07324	530.6874
32.0779	530.6994
32.07894	530.6999
32.08194	530.7149
32.08036	530.7087
32.08007	530.7165
32.08315	530.7237
32.08756	530.7392
32.08696	530.7444
32.08814	530.7424
32.09081	530.7579
32.08977	530.7729
32.09605	530.7636
32.09853	530.7911
32.0991	530.7817
32.10133	530.7864
32.10551	530.8051
32.10765	530.788
32.10696	530.8035
32.1088	530.7926
32.11361	530.7952
32.1144	530.818
32.11525	530.8216
32.11789	530.8309
32.11993	530.8257
32.11986	530.8433
32.12397	530.8589
32.12376	530.8776
32.12744	530.8879
32.13084	530.8786
32.13136	530.875
32.13096	530.8921
32.13363	530.8983
32.13802	530.8962
32.13878	530.9034
32.14016	530.904
32.14491	530.9304
32.14595	530.933
32.14724	530.9268
32.14863	530.9402
32.1488	530.9397
32.14992	530.9542
32.15133	530.9703
32.15543	530.948
32.1596	530.9785
32.15756	530.9853
32.16219	530.9775
32.16697	531.0154
32.16737	530.9962
32.16847	531.0133
32.16701	531.0045
32.17059	531.0143
32.17442	531.0304
32.1755	531.0366
32.17797	531.0065
32.18097	531.0444
32.18135	531.0402
32.18399	531.0588
32.18344	531.0453
32.18275	531.0671
32.18861	531.063
32.19067	531.0853
32.19369	531.0869
32.19296	531.1117
32.19701	531.1273
32.20083	531.1169
32.20068	531.134
32.19978	531.123
32.20077	531.119
32.20496	531.1169
32.2067	531.1298
32.20718	531.1097
32.21161	531.1324
32.21088	531.1459
32.21354	531.1257
32.21749	531.1532
32.21914	531.1774
32.2193	531.1992
32.21895	531.1806
32.22345	531.1956
32.22486	531.2045
32.22781	531.2091
32.23072	531.2173
32.23146	531.2225
32.23429	531.2396
32.23553	531.2153
32.23618	531.2225
32.23833	531.2454
32.23906	531.2355
32.24363	531.2474
32.24532	531.2458
32.2474	531.25
32.24965	531.2604
32.25209	531.2671
32.25113	531.2946
32.25677	531.2951
32.25826	531.3002
32.26021	531.2941
32.26154	531.321
32.26357	531.3246
32.2629	531.3116
32.26468	531.3293
32.26771	531.3397
32.26751	531.3308
32.26929	531.336
32.26999	531.3401
32.27262	531.3645
32.27563	531.3505
32.27949	531.3469
32.28386	531.3961
32.28595	531.3712
32.2886	531.3873
32.28887	531.4152
32.29277	531.395
32.2886	531.4391
32.29201	531.4267
32.29305	531.4525
32.29488	531.4189
32.29603	531.4422
32.30072	531.4422
32.30459	531.4474
32.30547	531.4567
32.30927	531.4531
32.30845	531.4629
32.31009	531.4758
32.30899	531.4587
32.31155	531.4863
32.31469	531.494
32.31678	531.5013
32.3191	531.493
32.31891	531.5184
32.32239	531.523
32.32272	531.5323
32.32795	531.5344
32.32861	531.5515
32.33093	531.5474
32.33364	531.5557
32.33442	531.5613
32.33524	531.5728
32.33721	531.5748
32.33822	531.5898
32.34555	531.579
32.34613	531.5914
32.34748	531.5909
32.35046	531.5945
32.35025	531.6007
32.35148	531.6121
32.35349	531.6499
32.35757	531.639
32.35099	531.6219
32.3554	531.6416
32.36032	531.6489
32.36481	531.6588
32.36517	531.6785
32.36826	531.666
32.37104	531.6644
32.367	531.7038
32.37188	531.6872
32.37236	531.6956
32.37555	531.6909
32.37161	531.6945
32.38411	531.7023
32.38763	531.7297
32.36953	531.7043
32.39594	531.7261
32.39432	531.7209
32.3925	531.7623
32.39413	531.754
32.39236	531.7504
32.39393	531.7831
32.39643	531.754
32.39943	531.7758
32.40215	531.7846
32.40408	531.7882
32.40643	531.7846
32.40788	531.7928
32.41041	531.7919
32.41175	531.7955
32.41581	531.8126
32.41817	531.8121
32.41771	531.8095
32.42112	531.8452
32.42365	531.8473
32.42463	531.8519
32.42476	531.8359
32.42722	531.8395
32.4275	531.8743
32.42904	531.8675
32.43351	531.8675
32.4341	531.8774
32.43335	531.8975
32.43838	531.9069
32.43965	531.9001
32.44318	531.8975
32.44436	531.9063
32.443	531.9245
32.44475	531.9405
32.44921	531.9462
32.4537	531.952
32.4566	531.9514
32.45682	531.9498
32.45724	531.97
32.45996	531.9659
32.46158	531.9742
32.46333	531.9789
32.46344	531.9799
32.46693	531.9871
32.47227	531.996
32.4731	532.0058
32.47448	532.0022
32.47079	531.9924
32.473	532.0172
32.47908	531.9866
32.48433	532.0229
32.48614	532.0219
32.4865	532.0275
32.48891	532.0524
32.49289	532.0535
32.49217	532.0571
32.49437	532.0654
32.49561	532.0835
32.49537	532.0716
32.50084	532.069
32.50304	532.1027
32.50304	532.1058
32.50599	532.0939
32.50613	532.1063
32.5091	532.0975
32.51021	532.1115
32.51187	532.1125
32.51308	532.1177
32.5156	532.1301
32.51775	532.1534
32.52153	532.1622
32.52285	532.1633
32.52471	532.1503
32.52439	532.1721
32.52734	532.1736
32.5288	532.1898
32.53244	532.1954
32.53452	532.1918
32.53856	532.1845
32.53791	532.212
32.54004	532.2187
32.54101	532.2037
32.54319	532.2171
32.54315	532.2332
32.54495	532.2302
32.54587	532.2379
32.55239	532.2358
32.55404	532.2576
32.55548	532.2498
32.55593	532.2566
32.55737	532.2607
32.55937	532.27
32.56032	532.2923
32.56422	532.2892
32.56535	532.2917
32.56816	532.269
32.5695	532.314
32.56883	532.3073
32.57056	532.3083
32.57537	532.3068
32.57817	532.3342
32.5832	532.3161
32.5822	532.3192
32.58368	532.343
32.58456	532.3374
32.58321	532.3363
32.58586	532.3581
32.58878	532.3694
32.59255	532.3731
32.59566	532.3752
32.59752	532.3912
32.59971	532.3938
32.60144	532.4042
32.60448	532.4197
32.60778	532.414
32.60991	532.399
32.6092	532.4094
32.60971	532.415
32.61226	532.4291
32.61533	532.4186
32.61433	532.4549
32.61604	532.4415
32.61868	532.4498
32.6227	532.4767
32.62357	532.458
32.62415	532.486
32.62553	532.486
32.62934	532.4897
32.62898	532.5073
32.63131	532.4839
32.63223	532.4783
32.6342	532.5275
32.63902	532.5114
32.63882	532.5186
32.64156	532.5161
32.64405	532.5306
32.64863	532.5466
32.647	532.5316
32.64823	532.5446
32.65294	532.5648
32.65284	532.5632
32.65544	532.5777
32.65499	532.5705
32.65655	532.5818
32.66093	532.5989
32.66242	532.5912
32.66468	532.5989
32.66858	532.6078
32.67089	532.6005
32.67064	532.6036
32.67596	532.6285
32.67897	532.629
32.67816	532.6336
32.6787	532.6378
32.67903	532.6367
32.68195	532.6559
32.68415	532.6399
32.68613	532.6663
32.68734	532.6674
32.6883	532.6777
32.69027	532.7036
32.69711	532.6912
32.69663	532.701
32.69916	532.6932
32.70105	532.7197
32.70023	532.7233
32.70541	532.7285
32.70627	532.7222
32.70821	532.7124
32.70901	532.7404
32.71098	532.744
32.71466	532.7466
32.71316	532.7543
32.71226	532.7617
32.71664	532.7823
32.72109	532.7751
32.72213	532.7828
32.72618	532.8145
32.72552	532.8057
32.72707	532.799
32.72998	532.8315
32.73368	532.8269
32.73228	532.829
32.73606	532.8258
32.73868	532.8331
32.73727	532.8398
32.73837	532.8315
32.74042	532.8538
32.7463	532.8564
32.74785	532.8564
32.7507	532.8589
32.75351	532.8818
32.75574	532.8745
32.7543	532.8875
32.75458	532.9031
32.75714	532.918
32.76025	532.9171
32.76511	532.9087
32.76467	532.9238
32.76759	532.918
32.76877	532.9243
32.77285	532.9222
32.7748	532.9528
32.77579	532.9595
32.78024	532.9688
32.7802	532.946
32.77911	532.9496
32.78164	532.9502
32.78195	532.9844
32.78674	532.9926
32.79121	532.974
32.79379	532.9937
32.79544	532.9973
32.79324	533.0035
32.7961	533.0118
32.7979	533.0305
32.799	533.0206
32.80182	533.0439
32.80055	533.017
32.80371	533.0414
32.80632	533.033
32.81122	533.0481
32.8122	533.0392
32.81174	533.0683
32.81676	533.0616
32.81738	533.0983
32.82123	533.0776
32.8245	533.0994
32.82397	533.103
32.82387	533.1066
32.82656	533.1082
32.8263	533.1176
32.82846	533.1191
32.8347	533.1398
32.83443	533.1652
32.83714	533.132
32.83756	533.1371
32.8387	533.1263
32.84089	533.1533
32.84228	533.1667
32.84616	533.1677
32.84674	533.1662
32.84865	533.1895
32.85363	533.2009
32.85229	533.1984
32.85197	533.1931
32.85548	533.2278
32.86073	533.2289
32.86387	533.2273
32.8639	533.2201
32.86484	533.248
32.86767	533.2418
32.8698	533.2356
32.86884	533.2584
32.87681	533.2563
32.87431	533.2574
32.86352	533.2512
32.86464	533.2692
32.88214	533.2859
32.88476	533.2714
32.88762	533.2889
32.88786	533.2978
32.88534	533.3185
32.88756	533.3159
32.89094	533.3102
32.89286	533.3278
32.89553	533.3372
32.89531	533.3506
32.89488	533.35
32.90297	533.3578
32.90557	533.3527
32.9039	533.3563
32.90548	533.3532
32.91004	533.3506
32.9113	533.3496
32.91286	533.3687
32.9164	533.3832
32.9157	533.3781
32.91671	533.3998
32.91839	533.3884
32.92181	533.404
32.92514	533.4237
32.92776	533.4355
32.92684	533.4174
32.92994	533.4392
32.9331	533.434
32.93317	533.4418
32.93422	533.4366
32.9389	533.4526
32.94009	533.477
32.94241	533.4526
32.94509	533.4791
32.94698	533.4688
32.94919	533.4946
32.94871	533.4921
32.95247	533.4905
32.95339	533.5029
32.95561	533.5216
32.95795	533.5184
32.95864	533.5154
32.96201	533.535
32.96308	533.533
32.96584	533.5303
32.9667	533.535
32.97157	533.5438
32.97441	533.5496
32.97294	533.5578
32.97473	533.5692
32.97569	533.5599
32.97935	533.5609
32.98093	533.5734
32.98334	533.5723
32.98236	533.5847
32.98568	533.6138
32.98917	533.6257
32.99016	533.6293
32.99269	533.6277
32.99431	533.6495
32.99677	533.6537
32.9978	533.6355
32.99928	533.6542
33.0019	533.6599
33.00442	533.6391
33.00873	533.6552
33.0064	533.6593
33.00832	533.6729
33.0114	533.6759
33.0145	533.6821
33.01477	533.6718
33.01742	533.678
33.01905	533.678
33.01917	533.705
33.02406	533.7189
33.02529	533.7448
33.02824	533.7256
33.02992	533.7314
33.03094	533.7355
33.03085	533.7443
33.03518	533.7474
33.03851	533.7557
33.03861	533.7463
33.03991	533.7692
33.04215	533.7754
33.0459	533.7899
33.04729	533.7754
33.04852	533.7863
33.04996	533.7914
33.05362	533.8096
33.05478	533.8194
33.05481	533.8215
33.05737	533.8262
33.06082	533.8489
33.06203	533.8572
33.0656	533.8489
33.06764	533.8577
33.06809	533.8536
33.06905	533.8448
33.06972	533.8614
33.0709	533.8666
33.07304	533.8697
33.07671	533.8986
33.07988	533.8868
33.08231	533.8857
33.08617	533.8935
33.08661	533.895
33.08628	533.9359
33.08833	533.9225
33.09101	533.9448
33.09158	533.9324
33.09315	533.9459
33.0975	533.9639
33.09764	533.9666
33.09877	533.9603
33.10116	533.965
33.10663	533.9608
33.10773	533.9779
33.10976	533.9748
33.10972	533.9847
33.11081	533.967
33.11339	533.9945
33.11595	533.9929
33.11802	534.0018
33.12155	534.0111
33.12218	534.0308
33.12362	534.0173
33.12646	534.037
33.12828	534.0323
33.12921	534.0422
33.13297	534.0649
33.13445	534.0422
33.13708	534.0526
33.13655	534.0676
33.13853	534.0804
33.13884	534.066
33.14189	534.0934
33.14507	534.0873
33.14705	534.1053
33.14851	534.0888
33.15394	534.0934
33.1542	534.1168
33.15576	534.1137
33.15676	534.1246
33.1611	534.1261
33.15917	534.1271
33.16172	534.1499
33.16371	534.1525
33.16663	534.151
33.17081	534.1686
33.1714	534.1628
33.16887	534.1649
33.17448	534.1717
33.17568	534.1628
33.17781	534.1697
33.18103	534.1831
33.18132	534.1836
33.18184	534.1862
33.18168	534.2079
33.18513	534.2074
33.18709	534.2261
33.18815	534.2432
33.19221	534.2349
33.19702	534.2421
33.19702	534.2504
33.19898	534.2504
33.20137	534.265
33.20704	534.2607
33.20778	534.2691
33.20516	534.2711
33.21049	534.2892
33.21457	534.2722
33.21301	534.2722
33.21506	534.2856
33.21953	534.2883
33.2291	534.2888
33.22838	534.298
33.22979	534.3069
33.2389	534.324
33.23463	534.3369
33.23226	534.3499
33.22914	534.3297
33.23219	534.3509
33.23292	534.3608
33.2336	534.3675
33.235	534.3624
33.23447	534.3514
33.23993	534.3701
33.24347	534.3613
33.24132	534.381
33.24907	534.3918
33.24469	534.382
33.25288	534.3981
33.2434	534.3959
33.25274	534.4131
33.25772	534.4131
33.25907	534.4276
33.25928	534.4431
33.26049	534.4499
33.26439	534.4504
33.26591	534.4649
33.26679	534.4628
33.27067	534.4752
33.27169	534.4685
33.27547	534.4643
33.27666	534.4674
33.27706	534.4778
33.27969	534.4737
33.2808	534.4969
33.28307	534.5053
33.28301	534.5007
33.28754	534.5156
33.2917	534.5208
33.292	534.5276
33.29205	534.5498
33.29636	534.5493
33.29674	534.5638
33.29772	534.5679
33.30072	534.5669
33.30403	534.5582
33.30477	534.5493
33.30613	534.5799
33.31197	534.5684
33.31224	534.5628
33.3132	534.5882
33.31422	534.5706
33.31735	534.598
33.31647	534.5933
33.31843	534.5991
33.32058	534.613
33.32386	534.6364
33.32552	534.6265
33.32864	534.6612
33.33143	534.6592
33.33068	534.6514
33.33164	534.6602
33.33568	534.6658
33.33662	534.6561
33.33915	534.6876
33.34172	534.6855
33.34534	534.6938
33.34564	534.6927
33.34559	534.6788
33.34798	534.6949
33.34976	534.7234
33.35169	534.7125
33.35392	534.7214
33.35572	534.7311
33.35742	534.7472
33.35933	534.7587
33.36158	534.7503
33.36253	534.7627
33.36512	534.7508
33.36748	534.7456
33.36764	534.7648
33.36941	534.7487
33.37594	534.7819
33.37621	534.7913
33.37899	534.7803
33.38011	534.7855
33.3815	534.7819
33.38488	534.8006
33.38598	534.8223
33.38735	534.8301
33.38827	534.8524
33.38821	534.8301
33.39388	534.8441
33.39806	534.8575
33.39929	534.8431
33.40212	534.8643
33.40136	534.8788
33.40388	534.8886
33.40614	534.8798
33.4082	534.8788
33.4115	534.883
33.41399	534.8896
33.41125	534.8839
33.41484	534.8824
33.4143	534.9099
33.41613	534.9057
33.42126	534.9218
33.42486	534.9384
33.42316	534.9487
33.42409	534.9435
33.4268	534.943
33.42622	534.9576
33.42969	534.9586
33.43325	534.9642
33.43145	534.9709
33.44102	534.9933
33.44389	534.9902
33.44424	534.9777
33.44399	534.9798
33.44327	534.9958
33.45028	535.0001
33.45412	534.9958
33.45945	535.0182
33.45999	535.0378
33.45768	535.0248
33.45681	535.0471
33.45816	535.042
33.46126	535.0383
33.46422	535.0777
33.46531	535.0741
33.46505	535.0694
33.46907	535.0627
33.47132	535.0694
33.47335	535.0844
33.47263	535.1088
33.47415	535.0788
33.47706	535.0901
33.48014	535.0881
33.48027	535.1181
33.47965	535.117
33.48218	535.13
33.48449	535.1254
33.48628	535.1409
33.49105	535.1554
33.49267	535.145
33.49433	535.1627
33.49672	535.1818
33.49815	535.1948
33.50024	535.1714
33.50372	535.1699
33.50493	535.1907
33.5075	535.1725
33.50946	535.1818
33.51046	535.1994
33.51333	535.2051
33.5154	535.202
33.51678	535.2087
33.52052	535.2119
33.52291	535.2362
33.52405	535.2332
33.52155	535.2621
33.52504	535.2502
33.53023	535.2579
33.52859	535.2756
33.53195	535.287
33.53418	535.2901
33.53394	535.2673
33.53546	535.2984
33.53972	535.3093
33.54306	535.2699
33.54275	535.3015
33.54551	535.3093
33.54914	535.3217
33.54979	535.3326
33.55198	535.3346
33.55227	535.3486
33.55599	535.3248
33.55529	535.3408
33.56052	535.3564
33.56316	535.3616
33.56695	535.3641
33.56875	535.3652
33.57153	535.3688
33.57024	535.389
33.56919	535.3952
33.57428	535.3999
33.576	535.388
33.57417	535.3766
33.57904	535.4072
33.58046	535.4092
33.58084	535.4083
33.58382	535.4052
33.589	535.4232
33.58993	535.4413
33.59141	535.4351
33.59443	535.4456
33.59281	535.4574
33.59539	535.4554
33.601	535.46
33.60162	535.4807
33.60211	535.4729
33.60407	535.4802
33.60647	535.4802
33.61117	535.4781
33.61269	535.4916
33.6158	535.4714
33.6144	535.5024
33.61377	535.5031
33.61622	535.4921
33.61829	535.5134
33.62135	535.1683
33.62263	535.2518
33.62539	535.33
33.62874	535.358
33.63352	535.4005
33.63658	535.4243
33.63666	535.4424
33.64148	535.4911
33.63899	535.4988
33.63427	535.4807
33.6367	535.5196
33.63966	535.5357
33.64538	535.5439
33.6469	535.5553
33.64915	535.5621
33.65337	535.6019
33.65146	535.6056
33.65617	535.6102
33.65709	535.6185
33.65863	535.6284
33.66136	535.6392
33.66561	535.6439
33.66585	535.6449
33.66599	535.646
33.66895	535.6724
33.67066	535.6719
33.67173	535.66
33.67396	535.6687
33.67762	535.6693
33.67857	535.6916
33.67976	535.6916
33.67924	535.676
33.67992	535.6843
33.6855	535.6978
33.68743	535.7061
33.68947	535.7418
33.69317	535.7315
33.69312	535.7247
33.69386	535.7428
33.69574	535.7491
33.69854	535.7615
33.70422	535.7646
33.70532	535.7729
33.70302	535.7595
33.70389	535.7662
33.70855	535.7739
33.7132	535.7786
33.71417	535.7646
33.71417	535.7672
33.71601	535.7703
33.72266	535.8061
33.72208	535.8071
33.72619	535.8113
33.72681	535.8206
33.72883	535.8252
33.73079	535.8237
33.73344	535.8356
33.73421	535.8412
33.73439	535.8221
33.73577	535.8583
33.73725	535.834
33.73418	535.8547
33.73874	535.8542
33.74197	535.8506
33.74427	535.8527
33.74713	535.89
33.7491	535.861
33.75185	535.8589
33.75342	535.8745
33.75885	535.8874
33.75681	535.9034
33.75663	535.9189
33.75726	535.9164
33.76495	535.9283
33.76797	535.9205
33.7673	535.9283
33.76886	535.9189
33.76865	535.9298
33.77134	535.9267
33.77155	535.9216
33.7725	535.9604
33.77542	535.9434
33.77796	535.9708
33.7802	535.9651
33.78474	535.9677
33.78754	535.9853
33.78834	535.9801
33.79171	535.9858
33.79375	535.9822
33.7956	535.9988
33.79667	536.0086
33.79679	536.0106
33.79926	536.0158
33.80013	536.0241
33.80357	536.0366
33.80391	536.0324
33.80688	536.0532
33.80979	536.0366
33.81124	536.0479
33.81202	536.0479
33.81829	536.0573
33.81799	536.0599
33.8172	536.0718
33.82032	536.0579
33.82319	536.0889
33.82439	536.0961
33.82487	536.0848
33.82399	536.1018
33.82844	536.1065
33.83121	536.121
33.8351	536.1246
33.83551	536.12
33.8373	536.1324
33.83936	536.15
33.84097	536.152
33.84319	536.1542
33.84598	536.1563
33.84719	536.1547
33.8492	536.1645
33.85235	536.1697
33.85546	536.1925
33.85501	536.1738
33.85689	536.1977
33.85716	536.206
33.86024	536.2261
33.86558	536.2282
33.86705	536.2226
33.86589	536.2252
33.86726	536.2179
33.86927	536.2324
33.87293	536.2396
33.87454	536.2515
33.87629	536.2578
33.88121	536.2484
33.88354	536.2686
33.88544	536.2899
33.88408	536.2755
33.88596	536.277
33.88778	536.2883
33.8905	536.2841
33.89135	536.3023
33.89243	536.3189
33.89509	536.3148
33.899	536.3225
33.90057	536.3447
33.9017	536.351
33.903	536.3478
33.90301	536.3422
33.90513	536.3516
33.90906	536.3417
33.91319	536.3624
33.9088	536.3494
33.91331	536.3598
33.91851	536.3707
33.92033	536.3909
33.91732	536.3795
33.92499	536.378
33.92441	536.4028
33.92603	536.408
33.92657	536.4153
33.9286	536.425
33.93191	536.4153
33.93331	536.4266
33.93349	536.4464
33.93614	536.4515
33.93869	536.4603
33.94131	536.4784
33.94355	536.4629
33.9416	536.4603
33.94429	536.4862
33.94821	536.4883
33.95192	536.4681
33.95251	536.4805
33.95371	536.509
33.95528	536.5168
33.96016	536.5235
33.96335	536.5173
33.96523	536.5427
33.96457	536.5168
33.96583	536.5292
33.96862	536.5344
33.97058	536.5452
33.97295	536.5468
33.97173	536.5654
33.97571	536.5732
33.97869	536.5805
33.98094	536.5707
33.98096	536.5841
33.98344	536.595
33.98529	536.594
33.98944	536.5961
33.99026	536.5976
33.99203	536.6251
33.9922	536.6318
33.99486	536.6385
33.99612	536.6297
33.99871	536.6369
34.00151	536.6484
34.00355	536.6297
34.00652	536.6733
34.00883	536.6556
34.00972	536.6608
34.0121	536.6655
34.01269	536.6737
34.01447	536.6888
34.01726	536.6768
34.0192	536.6841
34.02318	536.7022
34.02141	536.7084
34.02352	536.7141
34.02592	536.7245
34.02765	536.7514
34.02979	536.7566
34.02863	536.7379
34.03291	536.767
34.03543	536.7566
34.03622	536.7592
34.0417	536.7612
34.04274	536.7815
34.04404	536.796
34.04424	536.7769
34.0475	536.7861
34.04777	536.7965
34.05214	536.8047
34.05357	536.8007
34.05538	536.8085
34.05993	536.8297
34.06001	536.8374
34.06305	536.854
34.06388	536.855
34.06486	536.8675
34.06708	536.8654
34.06694	536.8685
34.0711	536.8622
34.07464	536.8831
34.07439	536.8711
34.07989	536.868
34.07671	536.8716
34.07484	536.8867
34.07994	536.8877
34.07473	536.899
34.08684	536.8975
34.08821	536.9048
34.09164	536.9095
34.09322	536.9219
34.09454	536.9333
34.09683	536.9395
34.09805	536.9623
34.10072	536.9406
34.10562	536.955
34.10694	536.9617
34.10881	536.9799
34.10978	536.9727
34.10904	536.9897
34.11098	536.9959
34.1123	536.9903
34.11547	536.9617
34.11749	536.9763
34.12191	536.9695
34.12184	537.0084
34.12508	537.0022
34.1277	537.0234
34.12762	537.0379
34.13152	537.0213
34.12984	537.0602
34.13518	537.0369
34.1334	537.0571
34.13697	537.0627
34.14077	537.0431
34.13955	537.0861
34.14392	537.0809
34.1464	537.0814
34.14898	537.0789
34.14637	537.0695
34.1514	537.0892
34.15348	537.1063
34.15112	537.1063
34.1556	537.1022
34.15878	537.1317
34.15881	537.128
34.16377	537.1389
34.16455	537.157
34.16462	537.1364
34.16384	537.1478
34.16743	537.1731
34.17397	537.1586
34.17406	537.1628
34.17522	537.1674
34.1764	537.1648
34.18098	537.1881
34.18351	537.1954
34.18249	537.1768
34.18408	537.1928
34.18596	537.1881
34.18985	537.2125
34.19287	537.2156
34.19164	537.2244
34.19715	537.2327
34.19801	537.2596
34.19861	537.2462
34.20211	537.241
34.20435	537.2632
34.20206	537.2674
34.20784	537.2767
34.20844	537.2845
34.21118	537.2787
34.21336	537.2861
34.21272	537.2809
34.21578	537.3016
34.21885	537.3068
34.21922	537.2907
34.22231	537.3145
34.22633	537.3218
34.22644	537.316
34.22972	537.3332
34.23139	537.3467
34.23384	537.3658
34.23657	537.3518
34.23907	537.3757
34.23981	537.3441
34.24131	537.372
34.24621	537.3653
34.2474	537.385
34.24832	537.3875
34.24926	537.4042
34.2498	537.4021
34.25336	537.3953
34.25625	537.4031
34.25706	537.4161
34.25879	537.4171
34.2601	537.4233
34.26137	537.4321
34.26617	537.4342
34.26656	537.4305
34.26916	537.4394
34.27153	537.4543
34.27115	537.4783
34.27259	537.4736
34.27539	537.4481
34.27926	537.4586
34.28033	537.4523
34.28087	537.4637
34.28561	537.457
34.28687	537.4772
34.28709	537.488
34.29057	537.4814
34.29235	537.4745
34.29328	537.5083
34.29606	537.5109
34.29784	537.5125
34.30067	537.5295
34.30036	537.5223
34.30495	537.5145
34.30623	537.5249
34.30974	537.5544
34.30735	537.5529
34.31099	537.5476
34.31469	537.5658
34.31945	537.5549
34.32041	537.5295
34.32016	537.5709
34.32211	537.5767
34.32487	537.5658
34.32516	537.5735
34.32975	537.5762
34.33114	537.5771
34.33264	537.6005
34.33454	537.6051
34.33123	537.6124
34.33706	537.6062
34.34111	537.6186
34.33755	537.6321
34.34182	537.6171
34.34586	537.6243
34.34402	537.6311
34.34586	537.6539
34.35324	537.6508
34.35581	537.6673
34.35427	537.6476
34.3583	537.6601
34.35909	537.6627
34.36046	537.6741
34.36086	537.6777
34.36375	537.6921
34.36578	537.6973
34.36902	537.6912
34.36888	537.702
34.37046	537.7196
34.37427	537.7092
34.37626	537.7052
34.3799	537.7181
34.37943	537.7242
34.38191	537.7264
34.38397	537.7346
34.38498	537.7321
34.38586	537.7601
34.38552	537.7507
34.38809	537.745
34.39044	537.7678
34.3946	537.7585
34.39635	537.7901
34.39799	537.7626
34.4003	537.7974
34.40166	537.7989
34.40372	537.7901
34.40747	537.8031
34.41028	537.8212
34.41136	537.8336
34.41237	537.8186
34.41307	537.8253
34.4164	537.8378
34.41858	537.8232
34.42078	537.8382
34.42362	537.8351
34.42552	537.8378
34.42608	537.8258
34.4297	537.86
34.43109	537.8517
34.4328	537.8652
34.4334	537.8751
34.43454	537.8797
34.43688	537.8864
34.43926	537.905
34.43866	537.889
34.44082	537.8932
34.44519	537.903
34.44599	537.9045
34.4481	537.8792
34.44989	537.9196
34.45156	537.9222
34.45442	537.9227
34.45589	537.9243
34.45699	537.9403
34.46134	537.947
34.46202	537.9756
34.46567	537.959
34.46731	537.961
34.4642	537.961
34.46914	537.9647
34.47746	537.9548
34.47945	538.002
34.48251	537.9947
34.48278	537.9797
34.48273	537.9968
34.48433	537.9963
34.48726	538.002
34.48645	538.0045
34.48696	538.0164
34.48999	538.0242
34.491	538.0237
34.49517	538.0331
34.49675	538.0262
34.4973	538.0362
34.49942	538.0496
34.50209	538.0538
34.50148	538.0605
34.50442	538.0704
34.50968	538.0709
34.5085	538.0864
34.51016	538.0853
34.51178	538.0724
34.51358	538.0828
34.51478	538.0947
34.51804	538.088
34.52108	538.0993
34.52268	538.1133
34.52525	538.1252
34.52742	538.1102
34.52903	538.1185
34.5312	538.149
34.53545	538.1481
34.53671	538.1599
34.53756	538.174
34.54196	538.1656
34.54138	538.1749
34.54194	538.178
34.54345	538.1745
34.54389	538.1677
34.54689	538.217
34.55064	538.205
34.55236	538.1895
